Index Number;Name;Address;Project Status;Occupancy Year;Operator;Clientele- Families;Clientele - Seniors;Clientele - Other;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;URL;Geom
983;Chalmers Lodge;1450 W 12th Ave;Completed;2024;Connective Supportive Society;0;114;0;;;;;;;;;;;;;;;;114;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=983;"{""coordinates"": [-123.1374842, 49.26048852], ""type"": ""Point""}"
985;Camelot Apartments;8820 Cartier St;Completed;2024;Lookout Housing and Health Society;6;0;18;;;;;;;;;;;18;5;1;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=985;"{""coordinates"": [-123.13735164, 49.20557857], ""type"": ""Point""}"
987;Glory Hotel;204 Carrall St;Completed;2024;BC Housing;0;0;0;;;;;;;;;;;;;;;;41;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=987;"{""coordinates"": [-123.10393424, 49.28298921], ""type"": ""Point""}"
990;Colonial Residence;122 Water St;Completed;2014;Atira Property Management Inc.;0;0;140;;;;;;;;;;;;;;;;140;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=990;"{""coordinates"": [-123.10703834, 49.28369274], ""type"": ""Point""}"
992;"Flint Hotel (""the Flint Hotel"")";1516 Powell St;Completed;2014;Atira Property Management Inc.;0;0;101;;;;;;;;;;;;;;;;101;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=992;"{""coordinates"": [-123.07335302, 49.28298396], ""type"": ""Point""}"
994;Empress Rooms;362 Alexander St;Completed;2013;Atira Women’s Resource Society;0;0;32;;;;;;;;;;;;;;;;32;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=994;"{""coordinates"": [-123.09569679, 49.28375815], ""type"": ""Point""}"
995;Sisele Housing;485 Dunlevy Ave;Completed;1984;Atira Women’s Resource Society;0;0;32;;;;;;;;;;;;;;;;32;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=995;"{""coordinates"": [-123.09570768, 49.28056884], ""type"": ""Point""}"
2;Marina Co-op;1590 W 1st Ave;Completed;1983;Marina Co-op Housing Association;51;0;12;2;2;0;0;0;0;0;0;0;0;10;34;15;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=2;"{""coordinates"": [-123.14070438, 49.2708485], ""type"": ""Point""}"
3;Inti Co-op;1675 Cypress St;Completed;1986;Inti Co-op Housing Association;14;0;6;2;2;0;0;0;0;0;0;0;0;4;4;6;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=3;"{""coordinates"": [-123.14820598, 49.27095637], ""type"": ""Point""}"
5;Sam Greer Place Co-op;1714 Maple St;Completed;1977;Sam Greer Place Co-op Housing Association;7;0;8;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=5;"{""coordinates"": [-123.14995826, 49.27046454], ""type"": ""Point""}"
10;Woodcroft;1880 W 2nd Ave;Completed;1975;BC Housing;0;31;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;21;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=10;"{""coordinates"": [-123.1475091, 49.26956174], ""type"": ""Point""}"
11;Community Alternatives Co-op;1937 W 2nd Ave;Completed;1979;Community Alternatives Co-op Housing Association;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=11;"{""coordinates"": [-123.14884018, 49.27007463], ""type"": ""Point""}"
14;Paloma Co-op;1580 E 3rd Ave;Completed;1985;Paloma Co-op Housing Association;32;0;12;2;0;0;0;0;0;0;0;0;0;10;22;10;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=14;"{""coordinates"": [-123.07135058, 49.26754704], ""type"": ""Point""}"
15;Coastview Apartments;1650 E 3rd Ave;Completed;1980;Coast Mental Health;0;0;33;1;0;0;0;0;0;0;0;0;0;8;0;0;0;24;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=15;"{""coordinates"": [-123.07052101, 49.26754083], ""type"": ""Point""}"
16;Moreland Kennedy House;2495 W 3rd Ave;Completed;1974;Brightside Community Homes Foundation;0;30;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;20;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=16;"{""coordinates"": [-123.16187563, 49.26939934], ""type"": ""Point""}"
21;Sunrise Co-op;1528 E 5th Ave;Completed;1987;Sunrise Co-op Housing Association;31;0;8;0;2;0;0;0;0;0;0;0;0;8;16;13;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=21;"{""coordinates"": [-123.07335792, 49.26575239], ""type"": ""Point""}"
22;Rising Star Co-op;1556 E 5th Ave;Completed;1986;Rising Star Co-op Housing Association;24;0;9;0;2;0;0;0;0;0;0;0;0;9;13;9;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=22;"{""coordinates"": [-123.0721715, 49.26574265], ""type"": ""Point""}"
23;Vancouver Native (5th Ave);1575 E 5th Ave;Completed;1986;BC Indigenous Housing Society;30;0;1;0;2;0;0;0;0;0;0;0;0;1;21;2;5;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=23;"{""coordinates"": [-123.07186116, 49.26625345], ""type"": ""Point""}"
29;Burlington Heights Co-op;1865 E 10th Ave;Completed;1994;Burlington Heights Co-op Housing Assoc;24;0;1;1;0;0;0;0;0;0;0;0;0;4;10;9;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=29;"{""coordinates"": [-123.06687208, 49.26161645], ""type"": ""Point""}"
32;Carolina Court;600 E 6th Ave;Completed;1970;BC Housing;22;0;28;0;0;0;0;0;0;0;0;0;0;28;22;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=32;"{""coordinates"": [-123.09008792, 49.2649808], ""type"": ""Point""}"
35;Wallace Wilson House;1620 E 6th Ave;Completed;1965;Brightside Community Homes Foundation;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=35;"{""coordinates"": [-123.0713509, 49.26471876], ""type"": ""Point""}"
38;Charleston Terrace Co-op;960 W 6th Ave;Completed;1987;Charleston Terrace Co-op Housing Association;42;0;18;0;0;0;0;0;0;0;0;0;0;18;22;20;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=38;"{""coordinates"": [-123.12571992, 49.26572477], ""type"": ""Point""}"
40;Phoenix;745 W 7th Ave;Completed;1982;MPA Society;0;0;14;0;0;0;0;1;0;0;0;0;0;4;0;0;0;9;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=40;"{""coordinates"": [-123.1208978, 49.26530307], ""type"": ""Point""}"
45;Vancouver Native (7th Ave);1333 E 7th Ave;Completed;1985;BC Indigenous Housing Society;17;0;8;0;1;0;0;0;0;0;0;0;0;4;12;4;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=45;"{""coordinates"": [-123.07649546, 49.26448248], ""type"": ""Point""}"
46;Seven Maples;1987 W 7th Ave;Completed;1975;BC Housing;0;38;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;31;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=46;"{""coordinates"": [-123.14999063, 49.26575732], ""type"": ""Point""}"
50;Lu'Ma Housing (8th Ave);1219 E 8th Ave;Completed;1984;Lu'Ma Native Housing Society;14;0;15;0;0;0;0;0;0;0;0;0;0;11;14;0;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=50;"{""coordinates"": [-123.07898388, 49.26358712], ""type"": ""Point""}"
54;Heritage Co-op;717 W 8th Ave;Completed;1986;Heritage Co-op Housing Association;31;0;10;0;0;0;0;0;0;0;0;0;0;9;9;22;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=54;"{""coordinates"": [-123.12042184, 49.26446677], ""type"": ""Point""}"
60;View Court Co-op;12 W 10th Ave;Completed;1981;View Court Co-op Housing Association;2;0;30;0;0;0;0;0;0;0;0;0;0;24;2;0;0;6;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=60;"{""coordinates"": [-123.10540528, 49.26184174], ""type"": ""Point""}"
63;Blair Court;2060 W 10th Ave;Completed;1990;Vancouver Resource Society for the Physically Disabled;21;4;14;14;10;5;1;0;0;0;0;0;0;4;4;1;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=63;"{""coordinates"": [-123.15208112, 49.26268769], ""type"": ""Point""}"
64;King's Daughter Manor;1400 E 11th Ave;Completed;1973;Brightside Community Homes Foundation;0;29;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;21;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=64;"{""coordinates"": [-123.07498181, 49.26029268], ""type"": ""Point""}"
69;Soroptimist Lions Manor;1444 E 13th Ave;Completed;1972;Brightside Community Homes Foundation;0;25;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;19;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=69;"{""coordinates"": [-123.0747595, 49.25843782], ""type"": ""Point""}"
70;Soroptimist Apartments;546 W 13th Ave;Completed;1960;Soroptimist Club of Vancouver;0;21;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;11;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=70;
74;Domego Co-op;2950 Heather St;Completed;1986;Domego Co-op Housing Association;36;0;5;0;0;0;0;0;0;0;0;0;0;5;23;13;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=74;"{""coordinates"": [-123.11952103, 49.25905197], ""type"": ""Point""}"
75;Robson Park Co-op (Phase III);234 E 15th Ave;Completed;1986;Robson Park Co-op Housing Association;14;0;9;2;0;0;0;0;0;0;0;0;0;7;8;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=75;"{""coordinates"": [-123.09989042, 49.26616758], ""type"": ""Point""}"
78;Hemlock Court;1411 E 17th Ave;Completed;1984;Metro Vancouver Housing Corporation;21;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=78;"{""coordinates"": [-123.07540882, 49.25571018], ""type"": ""Point""}"
84;Menno Court;1750 E 41st Ave;Completed;1974;Mennonite Senior Citizens' Society of B.C.;0;170;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;128;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=84;"{""coordinates"": [-123.07016628, 49.23144219], ""type"": ""Point""}"
87;Griffin's Walk Co-op;449 E 44th Ave;Completed;1986;Griffin's Walk Co-op Housing Association;24;0;8;5;0;0;0;0;0;0;0;0;0;3;13;11;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=87;"{""coordinates"": [-123.09528457, 49.23042163], ""type"": ""Point""}"
88;Oakridge House;625 W 45th Ave;Completed;1985;Chishaun Housing Society;0;76;1;0;0;0;0;0;0;0;0;0;0;76;1;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=88;"{""coordinates"": [-123.11886021, 49.23018016], ""type"": ""Point""}"
89;Killarney Gardens Co-op;7100 Killarney St;Completed;1989;Killarney Gardens Co-op Housing Association;215;0;12;0;0;0;0;0;0;0;0;0;0;12;112;103;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=89;"{""coordinates"": [-123.04367102, 49.21915358], ""type"": ""Point""}"
90;Champlain Place;3217 E 58th Ave;Completed;1973;BC Housing;100;0;0;0;0;0;4;0;0;0;0;0;0;37;32;19;8;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=90;"{""coordinates"": [-123.03649042, 49.21763425], ""type"": ""Point""}"
103;Alexander House;176 Alexander St;Completed;1990;Affordable Housing Societies;0;81;0;4;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=103;"{""coordinates"": [-123.10060783, 49.28378901], ""type"": ""Point""}"
110;Amicae Co-op.;1047 Barclay St;Completed;1985;Amicae Co-op Housing Association;42;0;14;7;7;3;0;0;0;0;0;0;0;7;14;18;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=110;"{""coordinates"": [-123.12576855, 49.28281722], ""type"": ""Point""}"
112;Sunset Towers;1655 Barclay;Completed;1975;BC Housing;0;265;0;6;0;0;0;14;0;0;0;0;0;68;0;0;0;177;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=112;"{""coordinates"": [-123.13484649, 49.28866855], ""type"": ""Point""}"
114;Kanata Co-op;7155 Blake St;Completed;1975;Kanata Co-op Housing Association;142;0;8;0;0;0;0;0;0;0;0;0;0;8;52;70;20;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=114;"{""coordinates"": [-123.03056313, 49.21811899], ""type"": ""Point""}"
116;Wilp-Bilah;1545 E Broadway;Completed;1987;BC Indigenous Housing Society;0;33;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=116;"{""coordinates"": [-123.07252526, 49.26263702], ""type"": ""Point""}"
123;Twin Arms;1030 Burnaby St;Completed;1972;Society for Christian Care of the Elderly;0;216;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;187;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=123;"{""coordinates"": [-123.13146057, 49.27877594], ""type"": ""Point""}"
130;Chinatown Lions Manor I;830 Campbell Ave;Completed;1978;Vancouver Chinatown Housing Society;0;68;0;3;0;0;0;0;0;0;0;0;0;9;0;0;0;56;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=130;"{""coordinates"": [-123.08442743, 49.27694361], ""type"": ""Point""}"
139;Comox Street Development;1528 Comox St;Completed;1977;BC Housing;24;0;5;0;0;0;0;0;0;0;0;0;0;5;20;4;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=139;"{""coordinates"": [-123.13615031, 49.28597748], ""type"": ""Point""}"
142;James McCready Residence;129 E Cordova St;Completed;1987;Salvation Army;0;0;44;0;0;0;0;0;0;0;0;0;0;5;0;0;0;39;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=142;"{""coordinates"": [-123.10098812, 49.28256711], ""type"": ""Point""}"
143;Golden Age Court;145 E Cordova St;Completed;1985;Harry Lin Chin Foundation;0;71;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;53;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=143;"{""coordinates"": [-123.10045916, 49.28255723], ""type"": ""Point""}"
146;Oppenheimer Lodge;450 E Cordova St;Completed;1974;City of Vancouver;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=146;"{""coordinates"": [-123.09391899, 49.28191513], ""type"": ""Point""}"
150;Melton Court Co-op;2310 Cornwall Ave;Completed;1982;Melton Court Co-op Housing Association;5;0;16;0;0;0;0;0;0;0;0;0;0;6;5;0;0;10;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=150;"{""coordinates"": [-123.15780793, 49.2723574], ""type"": ""Point""}"
163;Euclid Square;3520 Euclid Ave;Completed;1979;Metro Vancouver Housing Corporation;29;0;4;4;0;0;0;0;0;0;0;0;0;0;12;17;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=163;"{""coordinates"": [-123.02988574, 49.2344612], ""type"": ""Point""}"
165;Franklin House;1721 Franklin St;Completed;1982;BC Indigenous Housing Society;0;0;32;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;30;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=165;"{""coordinates"": [-123.06979076, 49.28242758], ""type"": ""Point""}"
171;Vancouver Native (Georgia St);1856 E Georgia St;Completed;1987;BC Indigenous Housing Society;24;2;1;1;0;0;0;0;0;0;0;0;0;2;12;6;6;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=171;"{""coordinates"": [-123.0664843, 49.27815551], ""type"": ""Point""}"
176;Kaslo Gardens Co-op;2775 Cooperative Way;Completed;1992;Kaslo Gardens Co-op Housing Association;70;0;15;0;0;0;0;0;0;0;0;0;0;15;23;47;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=176;"{""coordinates"": [-123.04775452, 49.25738833], ""type"": ""Point""}"
177;Still Creek Co-op;2730 Cooperative Way;Completed;1992;Still Creek Co-op Housing Association;54;0;11;0;0;0;0;0;0;0;0;0;0;11;20;34;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=177;"{""coordinates"": [-123.04889439, 49.25732576], ""type"": ""Point""}"
182;Granville House;1515 Granville St;Completed;1988;Affordable Housing Societies;0;84;0;7;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=182;"{""coordinates"": [-123.13159007, 49.27394656], ""type"": ""Point""}"
183;Sitka Co-op;1550 Woodland Dr;Completed;1986;Sitka Co-op Housing Association;18;0;8;1;0;0;0;0;0;0;0;0;0;7;11;6;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=183;"{""coordinates"": [-123.07305553, 49.27078715], ""type"": ""Point""}"
184;Vancouver Native (Graveley St);1339 Graveley St;Completed;1988;BC Indigenous Housing Society;24;10;2;2;2;0;0;0;0;0;0;0;0;10;9;4;9;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=184;"{""coordinates"": [-123.07637895, 49.27082772], ""type"": ""Point""}"
185;Haro Park Tower;845 Bute St;Completed;1978;Haro Park Center Society;0;64;0;12;0;0;0;8;0;0;0;0;0;0;0;0;0;44;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=185;"{""coordinates"": [-123.12796978, 49.28560414], ""type"": ""Point""}"
188;Tellier Towers;16 E Hastings St;Completed;1988;PHS Community Services Society;0;90;0;0;0;0;0;9;0;0;0;0;0;27;0;0;0;54;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=188;"{""coordinates"": [-123.1039242, 49.28111217], ""type"": ""Point""}"
201;Eburne Landing Co-op;8828 Hudson St;Completed;1988;Eburne Landing Co-op Housing Association;20;0;16;4;3;1;0;0;0;0;0;0;0;12;8;8;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=201;"{""coordinates"": [-123.13433186, 49.20534612], ""type"": ""Point""}"
206;MacLean Park - Phase I;705 Jackson Ave;Completed;1965;BC Housing;38;119;0;0;0;0;0;0;0;0;0;0;0;52;18;13;7;67;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=206;"{""coordinates"": [-123.09530078, 49.27849526], ""type"": ""Point""}"
208;Ukrainian Manor;7007 Kerr St;Completed;1970;Ukrainian Senior Citizens Association;0;36;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;27;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=208;"{""coordinates"": [-123.04186443, 49.21945024], ""type"": ""Point""}"
210;Parkdale Manor;2740 W King Edward Ave;Completed;1964;Calling Ministries;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=210;"{""coordinates"": [-123.16606118, 49.247574], ""type"": ""Point""}"
217;Culloden Court;6100 Inverness St;Completed;1969;BC Housing;88;44;0;0;0;0;0;0;0;0;0;0;0;24;48;24;16;20;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217;"{""coordinates"": [-123.07858498, 49.22835508], ""type"": ""Point""}"
220;Creekview Co-op;1483 Lamey's Mill Rd;Completed;1985;Creekview Co-op Housing Association;65;0;38;0;0;0;0;0;0;0;0;0;0;38;38;27;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=220;"{""coordinates"": [-123.1370449, 49.26932061], ""type"": ""Point""}"
223;Chinatown Lions Manor III;102 Main St;Completed;1989;Vancouver Chinatown Housing Society;0;54;0;3;0;0;0;0;0;0;0;0;0;45;0;0;0;6;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=223;"{""coordinates"": [-123.09909816, 49.28382811], ""type"": ""Point""}"
224;Station Park I;1189 Main St;Completed;1992;Affordable Housing Societies;34;9;2;2;0;0;0;0;0;0;0;0;0;9;21;13;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=224;"{""coordinates"": [-123.10049338, 49.27408446], ""type"": ""Point""}"
225;Station Park II;1129 Main St;Completed;1992;Affordable Housing Societies;22;5;2;2;0;0;0;0;0;0;0;0;0;5;14;8;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=225;"{""coordinates"": [-123.10047839, 49.27455606], ""type"": ""Point""}"
228;Fraser Lands Family Housing;2680 Blanche St;Completed;1992;Red Door Housing Society;43;0;0;0;0;0;0;0;0;0;0;0;0;0;22;21;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=228;"{""coordinates"": [-123.05288401, 49.20659423], ""type"": ""Point""}"
233;Kiwanis Manor;8790 SW Marine Dr;Completed;1970;Vancouver Kiwanis Senior Citizens Housing Society;0;50;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;42;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=233;"{""coordinates"": [-123.14167031, 49.20576794], ""type"": ""Point""}"
234;Magyar Otthon;1564 SW Marine Dr;Completed;1988;Canadian Hungarian Housing Society of BC;0;54;0;4;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=234;"{""coordinates"": [-123.14304507, 49.20823363], ""type"": ""Point""}"
236;Arlington Grove Co-op;3410 McIntyre Dr;Completed;1984;Arlington Grove Co-op Housing Association;58;0;8;2;0;1;0;0;0;0;0;0;0;6;26;29;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=236;"{""coordinates"": [-123.0314457, 49.21961153], ""type"": ""Point""}"
237;Bauer & Garden Villa;800 McLean Dr;Completed;1976;BC Housing;0;0;19;0;0;0;0;2;0;0;0;0;0;13;0;0;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=237;"{""coordinates"": [-123.07393952, 49.27734561], ""type"": ""Point""}"
239;McLean Apartment;1885 McLean Dr;Completed;1986;Coast Mental Health;0;0;25;0;0;0;0;0;0;0;0;0;0;5;0;0;0;20;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=239;"{""coordinates"": [-123.07596571, 49.26809347], ""type"": ""Point""}"
240;False Creek Co-op;711 Millyard;Completed;1977;False Creek Co-op Housing Association;66;0;16;0;0;0;0;0;0;0;0;0;0;12;29;15;22;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=240;"{""coordinates"": [-123.12174954, 49.26694875], ""type"": ""Point""}"
241;Nanaimo Lane;16 Nanaimo St;Completed;1987;Affordable Housing Societies;27;0;5;5;0;0;0;0;0;0;0;0;0;0;9;17;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=241;"{""coordinates"": [-123.05609131, 49.28423783], ""type"": ""Point""}"
242;Nanaimo Place;76 N Nanaimo St;Completed;1987;Affordable Housing Societies;20;0;4;1;0;0;0;0;0;0;0;0;0;3;14;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=242;"{""coordinates"": [-123.0560918, 49.28535684], ""type"": ""Point""}"
243;Chelsea Lodge;3075 Nanaimo St;Completed;1962;New Chelsea Society;0;49;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;49;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=243;"{""coordinates"": [-123.05714229, 49.25707726], ""type"": ""Point""}"
247;Nicholson Towers;1115 Nelson St;Completed;1969;The Bloom Group;0;223;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;187;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=247;"{""coordinates"": [-123.12867658, 49.28327763], ""type"": ""Point""}"
248;Sojourn Co-op;1763 Nelson St;Completed;1983;Sojourn Co-op Housing Association;18;0;12;4;2;1;0;0;0;0;0;0;0;8;13;2;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=248;"{""coordinates"": [-123.1377026, 49.28912892], ""type"": ""Point""}"
249;Kelly Court;2929 Nootka St;Completed;1979;Metro Vancouver Housing Corporation;22;0;23;23;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=249;"{""coordinates"": [-123.04263316, 49.25744846], ""type"": ""Point""}"
251;Tidal Flats Co-op;1110 Odlum Dr;Completed;1983;Tidal Flats Co-op Housing Association;18;0;7;1;0;1;0;0;0;0;0;0;0;6;10;7;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=251;"{""coordinates"": [-123.07546996, 49.27463356], ""type"": ""Point""}"
253;May MacLean Place;128 N Nanaimo St;Completed;1992;Kiwassa Housing Society;22;0;1;0;0;0;0;1;0;0;0;0;0;0;14;8;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=253;"{""coordinates"": [-123.0558684, 49.28599067], ""type"": ""Point""}"
